truetime,DMP:B,Gillespie:B
17.40501,28.52907383,31
17.41001,28.52896312,31
17.41389424,28.52887721,31
17.41501,28.52885254,31
17.42001,28.52874208,31
17.42501,28.52863174,31
17.43001,28.52852153,31
17.43501,28.52841145,31
17.44001,28.52830149,31
17.44023172,28.52829662,31
17.44501,28.52819165,31
17.45001,28.52808194,31
17.45445129,28.5279846,31
17.45501,28.52797236,31.0344226
17.46001,28.52786289,31.34247511
17.46501,28.52775356,31.65052763
17.47001,28.52764434,31.95858014
17.47068229,28.52762967,32
17.47501,28.52753525,32
17.47962928,28.52743458,32
17.48001,28.52742629,32
17.48501,28.52731745,32
17.49001,28.52720873,32
17.49501,28.52710013,32
17.50001,28.52699166,32
17.50501,28.52688331,32
17.51001,28.52677509,32
17.51501,28.52666699,32
17.52001,28.52655901,32
17.52501,28.52645116,32
17.53001,28.52634342,32
17.53501,28.52623581,32
17.54001,28.52612832,32
17.54501,28.52602096,32
17.55001,28.52591372,32
17.55501,28.5258066,32
17.56001,28.5256996,32
17.56501,28.52559272,32
17.57001,28.52548597,32
17.57501,28.52537933,32
17.58001,28.52527282,32
17.58501,28.52516643,32
17.59001,28.52506016,32
17.59501,28.52495402,32
17.60001,28.52484799,32
17.60501,28.52474209,32
17.61001,28.5246363,32
17.61501,28.52453064,32
17.62001,28.5244251,32
17.62501,28.52431968,32
17.63001,28.52421437,32
17.63501,28.52410919,32
17.64001,28.52400413,32
17.64501,28.52389919,32
17.64598432,28.52387877,32
17.65001,28.52379437,31.92746505
17.65501,28.52368967,31.83737484
17.66001,28.52358509,31.74728462
17.66501,28.52348063,31.65719441
17.67001,28.52337629,31.56710419
17.67501,28.52327207,31.47701397
17.68001,28.52316797,31.38692376
17.68501,28.52306398,31.29683354
17.69001,28.52296012,31.20674333
17.69501,28.52285638,31.11665311
17.70001,28.52275275,31.0265629
17.70148424,28.52272223,31
17.70501,28.52264924,31
17.71001,28.52254585,31
17.71501,28.52244258,31
17.72001,28.52233943,31
17.72501,28.5222364,31
17.73001,28.52213349,31
17.73501,28.52203069,31
17.73707496,28.52198828,31
17.74001,28.52192801,30.96484446
17.74501,28.52182545,30.90495506
17.75001,28.52172301,30.84506565
17.75501,28.52162068,30.78517624
17.76001,28.52151848,30.72528683
17.76501,28.52141639,30.66539742
17.77001,28.52131441,30.60550801
17.77501,28.52121256,30.54561861
17.78001,28.52111082,30.4857292
17.78501,28.5210092,30.42583979
17.79001,28.5209077,30.36595038
17.79501,28.52080631,30.30606097
17.80001,28.52070504,30.24617157
17.80501,28.52060388,30.18628216
17.81001,28.52050285,30.12639275
17.81501,28.52040192,30.06650334
17.82001,28.52030112,30.00661393
17.82056218,28.52029,30
17.82237579,28.52025348,29
17.82501,28.52020043,29.1117063
17.83001,28.52009986,29.32373624
17.83501,28.5199994,29.53576618
17.84001,28.51989906,29.74779613
17.84501,28.51979884,29.95982607
17.84595736,28.51977987,30
17.84638752,28.51977125,30
17.85001,28.51969873,30
17.85501,28.51959873,30
17.86001,28.51949885,30
17.86501,28.51939909,30
17.87001,28.51929944,30
17.87501,28.51919991,30
17.88001,28.51910049,30
17.88501,28.51900119,30
17.89001,28.518902,30
17.89501,28.51880292,30
17.90001,28.51870396,30
17.90501,28.51860512,30
17.90734411,28.51855903,30
17.91001,28.51850639,30.15283019
17.91501,28.51840777,30.4394706
17.92001,28.51830927,30.72611102
17.92478757,28.51821525,31
17.92501,28.51821088,31
17.93001,28.5181126,31
17.93501,28.51801444,31
17.94001,28.51791639,31
17.94501,28.51781846,31
17.95001,28.51772064,31
17.95501,28.51762293,31
17.96001,28.51752533,31
17.96501,28.51742785,31
17.97001,28.51733048,31
17.97501,28.51723323,31
17.97772216,28.51718053,31
17.98001,28.51713608,31
17.98501,28.51703905,31
17.99001,28.51694214,31
17.99501,28.51684533,31
18.00001,28.51674864,31
18.00489536,28.51665427,31
18.00501,28.51665206,31
18.01001,28.51655559,31
18.01501,28.51645923,31
18.02001,28.51636299,31
18.02501,28.51626685,31
18.03001,28.51617083,31
18.03501,28.51607492,31
18.04001,28.51597912,31
18.04501,28.51588343,31
18.05001,28.51578786,31
18.05501,28.51569239,31
18.06001,28.51559704,31
18.06501,28.51550179,31
18.07001,28.51540666,31
18.07501,28.51531164,31
18.08001,28.51521673,31
18.08501,28.51512193,31
18.09001,28.51502724,31
18.09501,28.51493266,31
18.10001,28.51483819,31
18.10501,28.51474383,31
18.11001,28.51464957,31
18.11501,28.51455543,31
18.12001,28.5144614,31
18.12501,28.51436748,31
18.13001,28.51427367,31
18.13501,28.51417997,31
18.13636989,28.51415451,31
18.14001,28.51408637,31
18.14501,28.51399289,31
18.15001,28.51389951,31
18.15501,28.51380625,31
18.16001,28.51371309,31
18.16501,28.51362004,31
18.17001,28.5135271,31
18.17501,28.51343427,31
18.18001,28.51334155,31
18.18501,28.51324893,31
18.19001,28.51315643,31
18.19501,28.51306403,31
18.20001,28.51297174,31
18.20501,28.51287955,31
18.21001,28.51278748,31
18.21501,28.51269551,31
18.21688107,28.51266113,31
18.22001,28.51260365,31
18.22501,28.5125119,31
18.23001,28.51242025,31
18.23501,28.51232871,31
18.24001,28.51223728,31
18.24501,28.51214596,31
18.25001,28.51205474,31
18.25501,28.51196363,31
18.26001,28.51187263,31
18.26501,28.51178173,31
18.27001,28.51169094,31
18.27426521,28.51161376,31
18.27501,28.51160026,31
18.28001,28.51150968,31
18.28501,28.51141921,31
18.28527389,28.51141444,31
18.29001,28.51132884,31
18.29383909,28.51125972,31
18.29501,28.51123858,30.96401171
18.30001,28.51114843,30.8103351
18.30501,28.51105838,30.6566585
18.31001,28.51096844,30.5029819
18.31501,28.5108786,30.3493053
18.32001,28.51078887,30.1956287
18.32501,28.51069924,30.04195209
18.32637495,28.5106748,30
18.33001,28.51060972,29.79893215
18.33501,28.5105203,29.52236416
18.34001,28.51043099,29.24579616
18.34445368,28.51035171,29
18.34501,28.51034178,29
18.34517858,28.51033878,29
18.35001,28.51025268,29.59239085
18.35333438,28.51019351,30
18.35501,28.51016369,30
18.36001,28.51007479,30
18.36501,28.50998601,30
18.37001,28.50989732,30
18.37501,28.50980874,30
18.38001,28.50972027,30
18.38501,28.5096319,30
18.39001,28.50954363,30
18.39501,28.50945547,30
18.40001,28.50936741,30
18.40501,28.50927945,30
18.41001,28.5091916,30
18.41501,28.50910385,30
18.42001,28.5090162,30
18.42206373,28.50898024,30
18.42501,28.50892866,30
18.43001,28.50884122,30
18.43286872,28.50879129,30
18.43501,28.50875388,30
18.44001,28.50866665,30
18.44066769,28.50865519,30
18.44501,28.50857952,30
18.45001,28.50849249,30
18.45501,28.50840556,30
18.46001,28.50831874,30
18.46501,28.50823202,30
18.47001,28.5081454,30
18.47501,28.50805888,30
18.48001,28.50797247,30
18.48501,28.50788616,30
18.49001,28.50779995,30
18.49501,28.50771384,30
18.50001,28.50762783,30
18.50501,28.50754192,30
18.51001,28.50745612,30
18.51482156,28.50737365,30
18.51501,28.50737042,29.99898798
18.52001,28.50728482,29.97213582
18.52501,28.50719931,29.94528365
18.53001,28.50711391,29.91843149
18.53501,28.50702862,29.89157933
18.54001,28.50694342,29.86472716
18.54501,28.50685832,29.837875
18.55001,28.50677332,29.81102284
18.55501,28.50668843,29.78417067
18.56001,28.50660363,29.75731851
18.56501,28.50651894,29.73046635
18.57001,28.50643434,29.70361418
18.57501,28.50634985,29.67676202
18.58001,28.50626545,29.64990986
18.58501,28.50618115,29.62305769
18.59001,28.50609696,29.59620553
18.59501,28.50601286,29.56935337
18.60001,28.50592887,29.5425012
18.60501,28.50584497,29.51564904
18.61001,28.50576117,29.48879688
18.61501,28.50567747,29.46194471
18.62001,28.50559387,29.43509255
18.62501,28.50551037,29.40824039
18.63001,28.50542697,29.38138822
18.63501,28.50534367,29.35453606
18.64001,28.50526047,29.3276839
18.64501,28.50517736,29.30083173
18.65001,28.50509436,29.27397957
18.65501,28.50501145,29.24712741
18.66001,28.50492864,29.22027524
18.66501,28.50484593,29.19342308
18.67001,28.50476331,29.16657092
18.67501,28.5046808,29.13971875
18.68001,28.50459838,29.11286659
18.68501,28.50451606,29.08601443
18.69001,28.50443384,29.05916226
18.69501,28.50435172,29.0323101
18.70001,28.50426969,29.00545794
18.70102629,28.50425304,29
18.70501,28.50418776,29
18.71001,28.50410593,29
18.71501,28.5040242,29
18.72001,28.50394256,29
18.72501,28.50386102,29
18.72860627,28.50380244,29
18.73001,28.50377958,29
18.73268012,28.50373613,29
18.73501,28.50369823,29.34167765
18.73949905,28.50362528,30
18.74001,28.50361698,29.96089592
18.74501,28.50353583,29.5782337
18.75001,28.50345477,29.19557148
18.75256541,28.50341339,29
18.75501,28.50337381,29
18.76001,28.50329295,29
18.76501,28.50321218,29
18.77001,28.50313151,29
18.77501,28.50305093,29
18.78001,28.50297045,29
18.78501,28.50289007,29
18.79001,28.50280978,29
18.79501,28.50272959,29
18.80001,28.50264949,29
18.80501,28.50256949,29
18.81001,28.50248958,29
18.81501,28.50240977,29
18.81717249,28.5023753,29
18.82001,28.50233006,29
18.82501,28.50225044,29
18.83001,28.50217091,29
18.83501,28.50209148,29
18.84001,28.50201214,29
18.84501,28.5019329,29
18.85001,28.50185376,29
18.85501,28.5017747,29
18.85769213,28.50173235,29
18.86001,28.50169575,29
18.86501,28.50161688,29
18.8666088,28.50159169,29
18.87001,28.50153811,29
18.87501,28.50145944,29
18.88001,28.50138085,29
18.88501,28.50130237,29
18.88605711,28.50128595,29
18.89001,28.50122397,28.83509329
18.89501,28.50114567,28.62650307
18.90001,28.50106746,28.41791285
18.90501,28.50098935,28.20932264
18.91001,28.50091133,28.00073242
18.91002756,28.50091106,28
18.91501,28.5008334,28
18.92001,28.50075557,28
18.92501,28.50067783,28
18.93001,28.50060018,28
18.9335259,28.50054565,28
18.93501,28.50052263,28
18.94001,28.50044516,28
18.94501,28.50036779,28
18.95001,28.50029052,28
18.95501,28.50021333,28
18.96001,28.50013624,28
18.96501,28.50005924,28
18.97001,28.49998233,28
18.97501,28.49990552,28
18.98001,28.4998288,28
18.98501,28.49975216,28
18.99001,28.49967562,28
18.99501,28.49959918,28
18.99730602,28.49956411,28
18.99868909,28.49954299,28
19.00001,28.49952282,28
19.00501,28.49944655,28
19.01001,28.49937038,28
19.01336164,28.49931938,28
19.01501,28.4992943,28
19.02001,28.49921831,28
19.02146672,28.49919619,28
19.02501,28.49914241,28.16350508
19.03001,28.4990666,28.3942305
19.03501,28.49899088,28.62495592
19.04001,28.49891525,28.85568134
19.0431375,28.498868,29
19.04501,28.49883972,29
19.04597058,28.49882522,29
19.05001,28.49876427,29
19.05501,28.49868891,29
19.06001,28.49861365,29
19.06501,28.49853848,29
19.07001,28.49846339,29
19.07501,28.4983884,29
19.08001,28.49831349,29
19.08501,28.49823868,29
19.09001,28.49816395,29
19.09501,28.49808932,29
19.10001,28.49801477,29
19.10185277,28.49798733,29
19.10501,28.49794032,29.16103704
19.11001,28.49786595,29.41606571
19.11501,28.49779168,29.67109438
19.12001,28.49771749,29.92612305
19.1214584,28.49769603,30
19.12501,28.49764339,30
19.13001,28.49756938,30
19.13501,28.49749546,30
19.13969117,28.49742634,30
19.14001,28.49742163,29.94232251
19.14501,28.49734789,29.03780421
19.14521897,28.49734481,29
19.15001,28.49727424,29
19.15501,28.49720067,29
19.15826804,28.49715279,29
19.16001,28.4971272,29.02964571
19.16501,28.49705381,29.11473863
19.17001,28.49698051,29.19983156
19.17501,28.4969073,29.28492448
19.18001,28.49683417,29.37001741
19.18501,28.49676114,29.45511033
19.19001,28.49668819,29.54020326
19.19501,28.49661533,29.62529618
19.20001,28.49654256,29.71038911
19.20501,28.49646988,29.79548203
19.21001,28.49639728,29.88057496
19.21501,28.49632477,29.96566788
19.21702733,28.49629555,30
19.22001,28.49625235,30.11576688
19.22501,28.49618002,30.30983279
19.23001,28.49610777,30.50389871
19.23501,28.49603561,30.69796463
19.24001,28.49596354,30.89203054
19.24279177,28.49592349,31
19.24501,28.49589155,31
19.25001,28.49581965,31
19.25501,28.49574784,31
19.26001,28.49567612,31
19.26193623,28.49564852,31
19.26501,28.49560448,31
19.26951721,28.49553998,31
19.27001,28.49553293,31
19.27501,28.49546146,31
19.28001,28.49539008,31
19.28501,28.49531879,31
19.29001,28.49524758,31
19.29501,28.49517646,31
19.30001,28.49510542,31
19.30501,28.49503447,31
19.30865408,28.49498283,31
19.31001,28.49496361,31
19.31501,28.49489283,31
19.31711391,28.49486308,31
19.32001,28.49482214,30.96306797
19.32501,28.49475153,30.89930609
19.33001,28.49468101,30.83554421
19.33501,28.49461057,30.77178233
19.34001,28.49454022,30.70802045
19.34501,28.49446995,30.64425857
19.35001,28.49439977,30.5804967
19.35501,28.49432967,30.51673482
19.36001,28.49425966,30.45297294
19.36501,28.49418973,30.38921106
19.37001,28.49411989,30.32544918
19.37501,28.49405013,30.2616873
19.38001,28.49398046,30.19792542
19.38501,28.49391087,30.13416354
19.39001,28.49384137,30.07040166
19.39501,28.49377195,30.00663978
19.39553067,28.49376472,30
19.40001,28.49370261,29.93786846
19.40501,28.49363336,29.86851485
19.41001,28.49356419,29.79916124
19.41501,28.4934951,29.72980763
19.42001,28.4934261,29.66045401
19.42501,28.49335718,29.5911004
19.43001,28.49328835,29.52174679
19.43501,28.4932196,29.45239318
19.44001,28.49315093,29.38303957
19.44501,28.49308234,29.31368596
19.45001,28.49301384,29.24433235
19.45501,28.49294543,29.17497873
19.46001,28.49287709,29.10562512
19.46501,28.49280884,29.03627151
19.46762497,28.49277319,29
19.47001,28.49274067,29
19.47501,28.49267258,29
19.48001,28.49260458,29
19.48501,28.49253666,29
19.49001,28.49246882,29
19.49501,28.49240106,29
19.50001,28.49233339,29
19.50501,28.49226579,29
19.51001,28.49219828,29
19.51501,28.49213085,29
19.52001,28.49206351,29
19.52501,28.49199624,29
19.53001,28.49192906,29
19.53501,28.49186196,29
19.54001,28.49179494,29
19.54501,28.491728,29
19.55001,28.49166114,29
19.55183914,28.49163672,29
19.55501,28.49159437,29
19.56001,28.49152767,29
19.56501,28.49146106,29
19.57001,28.49139453,29
19.57501,28.49132808,29
19.58001,28.49126171,29
19.58501,28.49119542,29
19.59001,28.49112921,29
19.59501,28.49106308,29
19.60001,28.49099703,29
19.60501,28.49093106,29
19.61001,28.49086518,29
19.61501,28.49079937,29
19.62001,28.49073364,29
19.62473243,28.49067164,29
19.62493951,28.49066892,29
19.62501,28.49066799,29
19.63001,28.49060243,29
19.63501,28.49053694,29
19.64001,28.49047153,29
19.64501,28.4904062,29
19.64524824,28.49040309,29
19.65001,28.49034096,28.61368024
19.65501,28.49027579,28.20803253
19.6575742,28.49024241,28
19.66001,28.4902107,28
19.66501,28.49014569,28
19.67001,28.49008076,28
19.67501,28.4900159,28
19.68001,28.48995113,28
19.68501,28.48988644,28
19.69001,28.48982182,28
19.69115602,28.48980703,28
19.69501,28.48975729,27.88290876
19.70001,28.48969283,27.73099928
19.70501,28.48962845,27.57908979
19.71001,28.48956415,27.42718031
19.71501,28.48949993,27.27527082
19.72001,28.48943579,27.12336134
19.72407036,28.48938376,27
19.72501,28.48937172,27
19.73001,28.48930774,27
19.73501,28.48924383,27
19.74001,28.48918,27
19.74501,28.48911624,27
19.75001,28.48905257,27
19.75501,28.48898897,27
19.76001,28.48892545,27
19.76039296,28.48892059,27
19.76501,28.48886201,27
19.76807849,28.48882312,27
19.77001,28.48879865,27
19.77501,28.48873536,27
19.78001,28.48867215,27
19.78501,28.48860902,27
19.78978305,28.48854883,27
19.79001,28.48854596,27
19.79501,28.48848299,27
19.80001,28.48842008,27
19.80501,28.48835726,27
19.80659677,28.48833735,27
19.81001,28.48829451,26.60440371
19.81501,28.48823184,26.0248988
19.81522483,28.48822915,26
19.82001,28.48816925,26
19.82501,28.48810673,26
19.83001,28.48804429,26
19.83501,28.48798193,26
19.84001,28.48791964,26
19.84497098,28.48785791,26
19.84501,28.48785743,26
19.85001,28.48779529,26
19.85501,28.48773323,26
19.86001,28.48767125,26
19.86501,28.48760934,26
19.87001,28.48754751,26
19.87501,28.48748575,26
19.88001,28.48742407,26
19.88501,28.48736247,26
19.89001,28.48730094,26
19.89501,28.48723948,26
19.90001,28.4871781,26
19.90501,28.4871168,26
19.91001,28.48705557,26
19.91096429,28.4870439,26
19.91501,28.48699442,26.14591042
19.92001,28.48693334,26.32623766
19.92501,28.48687234,26.50656491
19.93001,28.48681141,26.68689215
19.93501,28.48675055,26.8672194
19.93869166,28.4867058,27
19.94001,28.48668977,27
19.94501,28.48662907,27
19.95001,28.48656844,27
19.95501,28.48650788,27
19.96001,28.4864474,27
19.96501,28.48638699,27
19.97001,28.48632666,27
19.97010272,28.48632554,27
19.97501,28.4862664,27
19.98001,28.48620622,27
19.98501,28.4861461,27
19.99001,28.48608607,27
19.99485854,28.48602792,27
19.99501,28.4860261,27
20.00001,28.48596621,27
20.00501,28.4859064,27
20.01001,28.48584665,27
20.01501,28.48578698,27
20.02001,28.48572739,27
20.02140036,28.48571083,27
20.02158556,28.48570863,27
20.02188632,28.48570505,27
20.02501,28.48566786,26.96154045
20.03001,28.48560841,26.89997914
20.03501,28.48554904,26.83841782
20.04001,28.48548973,26.7768565
20.04501,28.4854305,26.71529518
20.05001,28.48537134,26.65373386
20.05501,28.48531226,26.59217255
20.06001,28.48525324,26.53061123
20.06501,28.4851943,26.46904991
20.07001,28.48513543,26.40748859
20.07501,28.48507664,26.34592728
20.08001,28.48501791,26.28436596
20.08501,28.48495926,26.22280464
20.09001,28.48490068,26.16124332
20.09501,28.48484218,26.099682
20.10001,28.48478374,26.03812069
20.10310616,28.4847476,26
20.10501,28.48472538,26.0240066
20.11001,28.48466709,26.08705432
20.11501,28.48460887,26.15010203
20.12001,28.48455072,26.21314975
20.12501,28.48449265,26.27619746
20.13001,28.48443464,26.33924517
20.13501,28.48437671,26.40229289
20.14001,28.48431885,26.4653406
20.14501,28.48426106,26.52838832
20.15001,28.48420334,26.59143603
20.15501,28.48414569,26.65448374
20.16001,28.48408811,26.71753146
20.16501,28.48403061,26.78057917
20.17001,28.48397317,26.84362689
20.17501,28.48391581,26.9066746
20.18001,28.48385851,26.96972231
20.18241117,28.48383103,27
20.18501,28.48380129,27
20.19001,28.48374414,27
20.19501,28.48368705,27
20.20001,28.48363004,27
20.20501,28.4835731,27
20.21001,28.48351623,27
20.21501,28.48345943,27
20.22001,28.4834027,27
20.22501,28.48334604,27
20.23001,28.48328945,27
20.2338466,28.48324608,27
20.23501,28.48323292,27
20.24001,28.48317647,27
20.24501,28.48312009,27
20.25001,28.48306378,27
20.25501,28.48300754,27
20.26001,28.48295136,27
20.26501,28.48289526,27
20.27001,28.48283922,27
20.27501,28.48278326,27
20.28001,28.48272736,27
20.28501,28.48267154,27
20.29001,28.48261578,27
20.29501,28.48256009,27
20.30001,28.48250447,27
20.30501,28.48244892,27
20.31001,28.48239343,27
20.31501,28.48233802,27
20.31831971,28.48230138,27
20.32001,28.48228267,27
20.32501,28.48222739,27
20.33001,28.48217219,27
20.33501,28.48211704,27
20.34001,28.48206197,27
20.34501,28.48200697,27
20.35001,28.48195203,27
20.35501,28.48189716,27
20.36001,28.48184236,27
20.36353523,28.48180377,27
20.36501,28.48178763,27
20.37001,28.48173296,27
20.37501,28.48167837,27
20.38001,28.48162383,27
20.38501,28.48156937,27
20.39001,28.48151498,27
20.39088984,28.48150542,27
20.39501,28.48146065,27
20.40001,28.48140639,27
20.40501,28.4813522,27
20.41001,28.48129807,27
20.41501,28.48124401,27
20.42001,28.48119002,27
20.42501,28.48113609,27
20.43001,28.48108223,27
20.43501,28.48102844,27
20.44001,28.48097472,27
20.44501,28.48092106,27
20.45001,28.48086747,27
20.45501,28.48081394,27
20.46001,28.48076048,27
20.46501,28.48070709,27
20.47001,28.48065376,27
20.47501,28.4806005,27
20.48001,28.48054731,27
20.48501,28.48049418,27
20.49001,28.48044111,27
20.49501,28.48038812,27
20.50001,28.48033519,27
20.50501,28.48028232,27
20.51001,28.48022952,27
20.51501,28.48017679,27
20.52001,28.48012412,27
20.52501,28.48007151,27
20.53001,28.48001897,27
20.53501,28.4799665,27
20.54001,28.47991409,27
20.54501,28.47986175,27
20.55001,28.47980947,27
20.55501,28.47975726,27
20.56001,28.47970511,27
20.56501,28.47965303,27
20.57001,28.47960101,27
20.57501,28.47954905,27
20.58001,28.47949716,27
20.58501,28.47944534,27
20.58646306,28.4794303,27
20.59001,28.47939358,27
20.59501,28.47934188,27
20.60001,28.47929025,27
20.60501,28.47923868,27
20.61001,28.47918718,27
20.61501,28.47913574,27
20.62001,28.47908436,27
20.62501,28.47903305,27
20.63001,28.4789818,27
20.63501,28.47893062,27
20.64001,28.4788795,27
20.64501,28.47882844,27
20.65001,28.47877745,27
20.65501,28.47872652,27
20.66001,28.47867565,27
20.66501,28.47862485,27
20.6681784,28.47859269,27
20.67001,28.4785741,27
20.67501,28.47852343,27
20.68001,28.47847281,27
20.68501,28.47842226,27
20.69001,28.47837177,27
20.69501,28.47832135,27
20.69754492,28.47829582,27
20.70001,28.47827099,26.84677768
20.70501,28.47822069,26.53599136
20.71001,28.47817045,26.22520504
20.71363315,28.47813409,26
20.71434487,28.47812695,26
20.71501,28.47812027,26
20.72001,28.47807016,26
20.72501,28.47802011,26
20.73001,28.47797012,26
20.73501,28.4779202,26
20.74001,28.47787034,26
20.74501,28.47782054,26
20.75001,28.4777708,26
20.75501,28.47772112,26
20.76001,28.47767151,26
20.76501,28.47762195,26
20.77001,28.47757246,26
20.77501,28.47752303,26
20.78001,28.47747366,26
20.78393361,28.47743497,26
20.78501,28.47742436,26
20.79001,28.47737511,26
20.79501,28.47732593,26
20.80001,28.47727681,26
20.80501,28.47722775,26
20.81001,28.47717875,26
20.81456109,28.4771342,26
20.81501,28.47712981,26
20.82001,28.47708093,26
20.82501,28.47703212,26
20.83001,28.47698336,26
20.83501,28.47693467,26
20.84001,28.47688603,26
20.84501,28.47683746,26
20.85001,28.47678895,26
20.85501,28.47674049,26
20.86001,28.4766921,26
20.86501,28.47664377,26
20.87001,28.4765955,26
20.87501,28.47654729,26
20.88001,28.47649914,26
20.88501,28.47645105,26
20.89001,28.47640302,26
20.89501,28.47635505,26
20.90001,28.47630714,26
20.90501,28.47625929,26
20.91001,28.4762115,26
20.91501,28.47616377,26
20.92001,28.4761161,26
20.92501,28.47606849,26
20.93001,28.47602094,26
20.93501,28.47597344,26
20.94001,28.47592601,26
20.94501,28.47587864,26
20.94908775,28.47584005,26
20.95001,28.47583132,26.17618541
20.95432227,28.47579057,27
20.95501,28.47578407,27
20.96001,28.47573687,27
20.96501,28.47568973,27
20.97001,28.47564266,27
20.97501,28.47559564,27
20.98001,28.47554868,27
20.98501,28.47550178,27
20.98523548,28.47549966,27
20.99001,28.47545493,27
20.99501,28.47540815,27
21.00001,28.47536142,27
21.00501,28.47531476,27
21.01001,28.47526815,27
21.01501,28.4752216,27
21.02001,28.4751751,27
21.02501,28.47512867,27
21.03001,28.47508229,27
21.03501,28.47503598,27
21.0352776,28.4750335,27
21.04001,28.47498972,27
21.04501,28.47494352,27
21.05001,28.47489737,27
21.05281896,28.47487148,27
21.05501,28.47485129,27.07973134
21.06001,28.47480526,27.26168011
21.06501,28.47475929,27.44362889
21.07001,28.47471337,27.62557767
21.07501,28.47466752,27.80752645
21.08001,28.47462172,27.98947523
21.08029922,28.47461907,28
21.08501,28.47457598,28.10300862
21.09001,28.4745303,28.21234158
21.09501,28.47448467,28.32167453
21.10001,28.4744391,28.43100749
21.10501,28.47439359,28.54034044
21.11001,28.47434813,28.6496734
21.11501,28.47430274,28.75900635
21.12001,28.4742574,28.86833931
21.12501,28.47421211,28.97767226
21.12603109,28.47420288,29
21.13001,28.47416689,29.11436905
21.13501,28.47412172,29.25808809
21.14001,28.4740766,29.40180713
21.14501,28.47403154,29.54552617
21.15001,28.47398654,29.68924521
21.15501,28.4739416,29.83296425
21.16001,28.47389671,29.9766833
21.16082119,28.47388944,30
21.16501,28.47385188,30
21.17001,28.47380711,30
21.17291386,28.47378113,30
21.17501,28.47376239,30
21.18001,28.47371772,30
21.18501,28.47367312,30
21.19001,28.47362857,30
21.19501,28.47358407,30
21.20001,28.47353963,30
21.20501,28.47349525,30
21.21001,28.47345092,30
21.21501,28.47340665,30
21.21525297,28.4734045,30
21.22001,28.47336244,30
21.22076457,28.47335577,30
21.22501,28.47331828,30
21.23001,28.47327417,30
21.23477303,28.47323221,30
21.23501,28.47323012,30
21.24001,28.47318613,30
21.24501,28.47314219,30
21.25001,28.4730983,30
21.25501,28.47305448,30
21.25671002,28.47303959,30
21.26001,28.4730107,30
21.26025588,28.47300855,30
21.26501,28.47296698,30
21.27001,28.47292332,30
21.27501,28.47287971,30
21.28001,28.47283616,30
21.28501,28.47279266,30
21.29001,28.47274922,30
21.29255767,28.47272711,30
21.29378832,28.47271643,31
21.29501,28.47270583,31
21.30001,28.47266249,31
21.30501,28.47261921,31
21.31001,28.47257598,31
21.31501,28.47253281,31
21.32001,28.47248969,31
21.32501,28.47244663,31
21.33001,28.47240362,31
21.33501,28.47236067,31
21.34001,28.47231777,31
21.34397375,28.4722838,31
21.34501,28.47227492,30.92548469
21.35001,28.47223213,30.56594273
21.35501,28.47218939,30.20640077
21.35788033,28.47216488,30
21.36001,28.4721467,29.97616099
21.36501,28.47210407,29.92019222
21.37001,28.47206149,29.86422345
21.37501,28.47201897,29.80825468
21.38001,28.4719765,29.75228591
21.38501,28.47193408,29.69631713
21.39001,28.47189172,29.64034836
21.39501,28.47184941,29.58437959
21.40001,28.47180715,29.52841082
21.40501,28.47176495,29.47244205
21.41001,28.4717228,29.41647328
21.41501,28.4716807,29.36050451
21.42001,28.47163866,29.30453574
21.42501,28.47159666,29.24856696
21.43001,28.47155473,29.19259819
21.43501,28.47151284,29.13662942
21.44001,28.47147101,29.08066065
21.44501,28.47142923,29.02469188
21.44721586,28.47141082,29
21.45001,28.4713875,28.93924601
21.45501,28.47134582,28.83052913
21.46001,28.4713042,28.72181226
21.46501,28.47126263,28.61309538
21.47001,28.47122111,28.5043785
21.47501,28.47117965,28.39566163
21.48001,28.47113824,28.28694475
21.48501,28.47109688,28.17822787
21.49001,28.47105557,28.069511
21.49320688,28.47102919,28
21.49501,28.47101431,28
21.50001,28.47097311,28
21.50501,28.47093195,28
21.50823311,28.47090546,28
21.51001,28.47089085,28
21.51501,28.47084981,28
21.52001,28.47080881,28
21.52501,28.47076786,28
21.53001,28.47072697,28
21.53501,28.47068613,28
21.54001,28.47064534,28
21.54501,28.4706046,28
21.54649185,28.47059254,28
21.55001,28.47056391,28
21.55501,28.47052328,28
21.56001,28.47048269,28
21.56113538,28.47047357,28
21.56501,28.47044216,27.82996111
21.57001,28.47040168,27.61053452
21.57501,28.47036125,27.39110792
21.58001,28.47032087,27.17168132
21.58392204,28.47028931,27
21.58501,28.47028054,27.06945724
21.59001,28.47024026,27.38866713
21.59501,28.47020003,27.70787702
21.59958572,28.47016327,28
21.60001,28.47015986,28
21.60501,28.47011973,28
21.61001,28.47007966,28
21.61501,28.47003963,28
21.62001,28.46999966,28
21.62501,28.46995974,28
21.63001,28.46991987,28
21.63501,28.46988004,28
21.64001,28.46984027,28
21.64501,28.46980055,28
21.65001,28.46976088,28
21.65501,28.46972126,28
21.66001,28.46968169,28
21.66501,28.46964217,28
21.67001,28.46960269,28
21.67157527,28.46959035,28
21.67501,28.46956327,27.83223595
21.68001,28.4695239,27.5880189
21.68501,28.46948458,27.34380184
21.69001,28.46944531,27.09958478
21.69204886,28.46942932,27
21.69501,28.46940609,27
21.70001,28.46936692,27
21.70501,28.46932779,27
21.71001,28.46928872,27
21.71501,28.4692497,27
21.72001,28.46921072,27
21.72501,28.4691718,27
